,id_inventario,titulo,nombre_autor,fondo (cm),ancho (cm),alto (cm),tecnica,tipo,material_base,material_secundario,tematica
718,1002352,FIGURA FEMENINA,"MARTINEZ, ANASTASIO",0.0,31.0,106.0,DESCONOCIDA,ESCULTURA,ARCILLA,OTROS,FIGURATIVO
719,1002353,CRISTO DE LA SALUD,DESCONOCIDO,0.0,170.0,225.0,DESCONOCIDA,ESCULTURA,MADERA,OTROS,RELIGIOSA
720,1002354,CRISTO RESUCITADO,DESCONOCIDO,50.0,80.0,150.0,DESCONOCIDA,ESCULTURA,MADERA,OTROS,RELIGIOSA
721,1002355,ECCE HOMO,DESCONOCIDO,0.0,0.0,144.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
722,1002356,CRUCIFICADO,DESCONOCIDO,0.0,0.0,0.0,DESCONOCIDA,IMAGINERIA,MADERA,OTROS,SIN DEFINIR
723,1002357,CABEZA DE SANTO,DESCONOCIDO,21.0,19.0,37.0,DESCONOCIDA,IMAGINERIA,MADERA,TEMPLE,RELIGIOSA
724,1002358,TORSO,"SEIQUER, ELISA",20.5,21.3,28.0,DESCONOCIDA,ESCULTURA,MARMOL,,COMPOSICION
725,1002359,PAISAJE DE ALHAMA,"PEREZ MARTINEZ, AURELIO",0.0,100.0,81.0,DESCONOCIDA,PINTURA,TABLERO AGLOMERADO/CONTRACHAP.,OLEO,PAISAJE
726,1002360,ARBOLES,"PEREZ MARTINEZ, AURELIO",0.0,31.0,40.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
727,1002361,PAISAJE,"PEREZ MARTINEZ, AURELIO",0.0,48.0,31.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
728,1002362,RETRATO DE MUJER,"PEREZ MARTINEZ, AURELIO",0.0,49.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
729,1002363,SAINT-TROPEZ,"PEREZ MARTINEZ, AURELIO",0.0,53.5,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
730,1002364,CASAS,"PEREZ MARTINEZ, AURELIO",0.0,58.5,74.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
731,1002365,PAISAJE HUERTANO,"PASCUAL, J.",0.0,32.5,40.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
732,1002366,ALEGORIA DE LAS OBRAS PIAS DEL CARDENALA,"PASCUAL Y WALLS, JOSE",0.0,215.0,271.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,ALEGORICA
733,1002367,LA TABACOSA,"PASTOR, LUIS MANUEL",0.0,43.0,53.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
734,1002368,RETRATO DE NI�O,"PASTOR ORTEGA, JOSE MIGUEL",0.0,38.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
735,1002369,NOBLEZA Y LEALTAD,"PASTOR ORTEGA, JOSE MIGUEL",0.0,50.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,ALEGORICA
736,1002370,VENUS DE VELAZQUEZ,"PASTOR, J.",0.0,65.5,41.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
737,1002371,RETRATO DE MUJER,"PASTOR, J.",0.0,39.0,47.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
738,1002372,CASA HUERTANA DEL MALECON,"PASTOR, J.",0.0,64.0,54.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
739,1002373,FANTASIA SOBRE MOTIVOS DE MURCIA,"PASTOR ORTEGA, JOSE MIGUEL",0.0,190.0,99.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,ALEGORICA
740,1002374,MELANCOLIA,"PASTOR ORTEGA, JOSE MIGUEL",0.0,16.0,21.5,DESCONOCIDA,PINTURA,MADERA,OLEO,GENERO
741,1002375,HOMBRE ASOMADO A LA VENTANA,"PASTOR ORTEGA, JOSE MIGUEL",0.0,16.0,21.5,DESCONOCIDA,PINTURA,MADERA,OLEO,GENERO
742,1002376,MUJERES EN EL MERCADO,"PASTOR, LUIS",0.0,66.0,48.0,DESCONOCIDA,PINTURA,TABLEX,LIENZO,GENERO
743,1002377,COMPOSICION SOBRE LA TORRE,"PASTOR, LUIS",0.0,32.0,25.0,DESCONOCIDA,PINTURA,OTROS,OTROS,BODEGON
744,1002378,PERSONAJE A CONTRALUZ,"BENEDI, OSCAR",0.0,130.0,162.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,COMPOSICION
745,1002379,LA MUERTE SALE AL ENCUENTRO,"BLAYA, TERESA",0.0,34.0,49.0,DESCONOCIDA,DIBUJO,PAPEL,CARBONCILLO,SIMBOLICO
746,1002380,ANEMONA,"VIUDES, VICENTE",0.0,100.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
747,1002382,PAISAJE DEL VALLE,"BONAFE, JUAN",0.0,85.0,60.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
748,1002383,EL VALLE,"BONAFE, JUAN",0.0,110.0,75.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
749,1002384,CORONA DE ESPINAS,"VIUDES, VICENTE",0.0,100.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
750,1002385,PAISAJE MONTA�OSO,"BOVET, MATEO",0.0,55.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
751,1002386,ABSTRACCION,"BRULL, JAIME",0.0,84.0,101.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
752,1002387,AMANECER,MARTINEZ JADRAQUE,0.0,46.0,27.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
753,1002388,PAISAJE RURAL,MARTINEZ LOZANO,0.0,45.5,55.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
754,1002389,RETRATO OBISPO D. JUAN MATEO SALAMANCA,NAVARRO MU�OZ,0.0,102.0,136.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
755,1002390,GITANA CON CARACOLA,"NAVARRO, GABRIEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
756,1002391,MARINERO (TRETORNO),"NAVARRO, GABRIEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
757,1002392,JOSE LEDESMA,"NICOLAS, ANTONIO",0.0,72.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
758,1002393,PAISAJE,OBON BUJ,0.0,75.0,49.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
759,1002394,PAISAJE DE FLORES Y ARBOLES,"ORTEGA LOPEZ, ANTONIO",0.0,61.0,46.9,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
760,1002395,TRIGALES,"ORTEGA LOPEZ, ANTONIO",0.0,63.0,48.0,DESCONOCIDA,PINTURA,PAPEL,TEMPERA,PAISAJE
761,1002396,PAISAJE DE YECLA,"ORTU�O, JUAN",0.0,65.0,54.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
762,1002397,RETRATO DE MUJER,"PALAO, M.",0.0,38.0,46.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
763,1002398,LOS SEGADORES,PAREDES,0.0,0.0,0.0,DESCONOCIDA,PINTURA,MADERA,,FIGURATIVO
764,1002399,COMPOSICION,"PARDO, PEDRO",0.0,34.0,32.0,DESCONOCIDA,PINTURA,PAPEL,,SIN DEFINIR
765,1002400,PAISAJE MARINO,"NAVARRO, GABRIEL",0.0,30.5,24.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,MARINA
766,1002401,ECCE HOMO,"ESTEBAN NURILLO, BARTOLOME",0.0,105.0,153.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
767,1002402,PAISAJE MARITIMO,"PARRA, LEANDRO",0.0,104.0,73.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
768,1002403,CASTILLEJO DE MONTEAGUDO,"PARRA, LEANDRO",0.0,32.0,23.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
769,1002404,ARLEQUINES,"PARRAGA, JOSE MARIA",0.0,32.0,50.0,DESCONOCIDA,PINTURA,OTROS,TINTA,FIGURATIVO
770,1002405,FIGURA,"PARRAGA, JOSE MARIA",0.0,183.0,122.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,FIGURATIVO
771,1002406,FIGURA CON CARACOL,"PARRAGA, JOSE MARIA",0.0,80.0,12.5,DESCONOCIDA,PINTURA,TABLEX,OLEO,FIGURATIVO
772,1002407,MUJER,"PARRAGA, JOSE MARIA",0.0,64.5,50.5,DESCONOCIDA,PINTURA,MADERA,OTROS,FIGURATIVO
773,1002408,EVA CRUCIFICADA,"BARBERA ZAMORA, JUAN",0.0,165.0,140.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,FIGURATIVO
774,1002409,VISTA DE RIO,"LORENTE, PEDRO",0.0,32.0,25.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
775,1002410,FRANCISCO GARCIA VILLALBA MOLIN 1934-35,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
776,1002411,ALFONSO PALAZON CLEMARES 1932-34,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
777,1002412,VISTA DE CALLE,"LORENTE, PEDRO",0.0,21.0,31.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
778,1002413,BODEGON,"LOZANO, JOSE ANTONIO",0.0,52.0,62.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
779,1002414,DIONISIO ALCARAZ MAZON 1918-19 1946-49,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
780,1002415,FIGURA SENTADA,"LUCAS, PEPE",0.0,146.0,114.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,EXPRESIONISMO
781,1002416,JOSE MAESTRE PEREZ,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
782,1002417,CABEZA FEMENINA,"LUCAS, PEPE",0.0,24.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,EXPRESIONISMO
783,1002418,TEODORO DANIO ALBA,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
784,1002419,FIGURAS,"LUCAS, PEPE",0.0,65.0,21.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,GENERO
785,1002420,JOSE LOSTAU GOMEZ DE MEMBRILLERA 1924-26,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
786,1002421,COMPOSICION,LUIS MANUEL,0.0,32.0,45.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,SIMBOLICO
787,1002422,JUDIO ALEJANDRINO,LUIS MANUEL,0.0,38.0,48.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
788,1002423,OTO�O MURCIANO,"MARQUEZ HERNANDEZ, RAFAEL",0.0,44.0,26.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
789,1002424,RETRATO,"MARQUEZ HERNANDEZ, RAFAEL",0.0,100.0,120.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
790,1002425,PAISAJE CON ARBOLES,"MARTINEZ, JOSE RAMON",0.0,29.0,37.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
791,1002426,PAISAJE,MARTINEZ CANO,0.0,92.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
792,1002427,DON QUIJOTE,"MARTINEZ F., ANGEL",0.0,60.0,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
793,1002428,SAN PATRICIO DE LORCA,"IZMA, J.",0.0,81.0,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
794,1002429,RETRATO DE MUJER,"VALVERDE CANOVAS, MIGUEL",0.0,72.0,101.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
795,1002430,BODEGON,"JARA NAVARRO, TRINIDAD",0.0,45.0,37.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,BODEGON
796,1002431,MONTEAGUDO,"VALVERDE CANOVAS, MIGUEL",0.0,59.0,77.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
797,1002432,AMARILLO VERTICAL X,"JIMENEZ ASENSIO, JUAN",0.0,200.0,200.0,DESCONOCIDA,PINTURA,TELA,ACRILICO,SIN DEFINIR
798,1002433,RETRATO,"VALVERDE CANOVAS, MIGUEL",0.0,52.5,65.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
799,1002434,COMPOSICION,"JIMENEZ ASENSIO, JUAN",0.0,200.0,200.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
800,1002435,INUNDACIONES DE LA HUERTA EN EL D�A DE..,"BALLESTER NAVARRO, MARIANO",0.0,65.0,45.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
801,1002436,MARINA,"JIRO, JOSE MARIA",0.0,223.0,168.5,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,SIN DEFINIR
802,1002437,PAISAJE HUERTANO,"LAORDEN, ANTONIO",0.0,42.0,30.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
803,1002438,BODEGON IBERICO,"LAPAYESE DEL RIO, JOSE",0.0,220.0,150.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIN DEFINIR
804,1002439,PLACIDEZ AL ATARDECER,LEAL D.,0.0,54.0,30.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,MARINA
805,1002440,GASPAR DE LA PE�A ABELLAN 1971-1973,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
806,1002441,RETRATO DE MUJER,"BALLESTER NAVARRO, MARIANO",0.0,132.0,232.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
807,1002442,TIERRAS DE MULA,LEGAZ,0.0,20.0,20.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,PAISAJE
808,1002443,MANUEL UNANA FERNANDEZ 1935-1936,"VALVERDE CANOVAS, MIGUEL",0.0,81.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
809,1002444,TIERRAS DEL CAMPO DE CARTAGENA,LEGAZ,0.0,20.0,20.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,PAISAJE
810,1002445,ANTONIO REVERTE 1958-1962,"BALLESTER NAVARRO, MARIANO",0.0,20.0,20.0,DESCONOCIDA,PINTURA,LIENZO,OTROS,RETRATO
811,1002446,HOMBRE DESPERTANDO,"LINARES, ESTEBAN",0.0,32.0,25.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,EXPRESIONISMO
812,1002447,BODEGON,"BANET, CANDIDO",0.0,49.0,43.0,DESCONOCIDA,PINTURA,OTROS,OLEO,BODEGON
813,1002448,ABSTRACCION,DESCONOCIDO,0.0,49.0,71.0,DESCONOCIDA,PINTURA,PAPEL,OTROS,SIN DEFINIR
814,1002449,VISTA DEL PUENTE,"TRENADO, CARMELO",0.0,64.0,53.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
815,1002450,PANOCHAS,"HERNANDEZ CARPE, ANTONIO",0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
816,1002451,JARDIN BOT�NICO,BALIBREA,0.0,38.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
817,1002452,CODORNIZ,"HERNANDEZ CARPE, ANTONIO",0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,GENERO
818,1002453,CODORNIZ,"HERNANDEZ CARPE, ANTONIO",0.0,40.5,33.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,GENERO
819,1002454,COMPOSICI�N,"VALBUENA BRIONES, MANUEL",0.0,61.0,41.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,SIN DEFINIR
820,1002455,LA MADRE TIERRA,"HERNANDEZ CARPE, ANTONIO",0.0,298.0,2254.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,SIMBOLICO
821,1002456,COMPOSICION,"VALBUENA BRIONES, MANUEL",0.0,60.0,43.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,SIN DEFINIR
822,1002457,JAULA CON PAJARO,"FRANCO, ALEJANDRO",0.0,38.0,51.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
823,1002458,RESURRECCI�N HIPERC�BICA,"HERNANSAEZ DE DIOS, ANGEL",0.0,130.0,130.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,FIGURATIVO
824,1002459,RASTROJOS,"HERNANSAEZ DE DIOS, ANGEL",0.0,116.0,89.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
825,1002460,SAN JUAN EN APTMOS,"VALDES LEAL, JUAN",0.0,38.0,79.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
826,1002461,SODOMA Y GOMORRA,"BALLESTER, ANTONIO",0.0,390.0,194.0,DESCONOCIDA,PINTURA,LIENZO,ACRILICO,FIGURATIVO
827,1002462,CIRCO,"HERNANSAEZ DE DIOS, ANGEL",0.0,82.0,61.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,GENERO
828,1002463,SAN JUAN BAUTISTAS,"VALDES LEAL, JUAN",0.0,38.0,79.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RELIGIOSA
829,1002465,BARCAS,"VALENCIANO, CARLOS",0.0,53.5,36.0,DESCONOCIDA,PINTURA,OTROS,OLEO,MARINA
830,1002466,EN CAVERNAS DE PENUMBRA,"HERREROS TERRAZ, RAMON",0.0,130.0,162.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,SIN DEFINIR
831,1002467,CAIDA,"VALERO MORENO, JOSE",0.0,79.0,99.0,DESCONOCIDA,PINTURA,OLEO,OTROS,COMPOSICION
832,1002468,PAISAJE,HIDALGO DE CISNEROS,0.0,43.5,50.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
833,1002469,FLORES EN LA PLAYA,"VALVERDE CANOVAS, MIGUEL",0.0,55.0,46.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
834,1002470,PAISAJE,"BALLESTER NAVARRO, MARIANO",0.0,50.0,40.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
835,1002471,LOS LODOS DEL MAR MENOR,"ARTIGAS GUILLAMON ,CARMEN",0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
836,1002472,PAISAJE,"HERNANDEZ CARPE, ANTONIO",0.0,60.0,73.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
837,1002473,LAS BU�OLERAS DE LA ADUANA,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
838,1002474,NI�A,"HERNANDEZ CARPE, ANTONIO",0.0,67.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
839,1002475,LIMONEROS,"ARTIGAS GUILLAMON ,CARMEN",0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
840,1002476,LA HILA DE LA HIJUELA,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
841,1002477,LOS CONSUMOS DEL ROLLO,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
842,1002478,TORERO,"HERNANDEZ CARPE, ANTONIO",0.0,30.0,50.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,RETRATO
843,1002479,ROMERIA DE LA FUENSANTA EN EL PUENTE VIE,"ARTIGAS GUILLAMON ,CARMEN",0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
844,1002480,EL CIELO DE LOS ROMANCES,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
845,1002481,GIRASOL,"HERNANDEZ CARPE, ANTONIO",0.0,35.0,39.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
846,1002482,EL MERCADO DE GRANOS Y PALOMOS EN EL ALM,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
847,1002483,BARCA,"HERNANDEZ CARPE, ANTONIO",0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,PAISAJE
848,1002484,PAISAJE RURAL,"AVELLANEDA, MANUEL",0.0,85.0,64.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
849,1002485,AMANECER SOBRE EL MAR,"DE LA TORRE, ANTONIO",0.0,60.0,34.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
850,1002486,PAJARO,"HERNANDEZ CARPE, ANTONIO",0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,GENERO
851,1002487,CASA DE LA ALBERCA,TORRENTBO,0.0,21.0,32.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
852,1002488,ALCACHOFAS,"HERNANDEZ CARPE, ANTONIO",0.0,51.0,38.0,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
853,1002489,CAMPOS DE MAZARRON,"AVELLANEDA, MANUEL",0.0,99.5,81.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
854,1002490,FACHADA Y TORRE DE LA CATEDRAL,TORRES BRU,0.0,110.0,92.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
855,1002491,RETRATO DE MUJER SIN BOCA,"TRENADO, CARMELO",0.0,46.0,36.5,DESCONOCIDA,PINTURA,LIENZO,OLEO,RETRATO
856,1002492,FRUTERO CON HIGOS,"HERNANDEZ CARPE, ANTONIO",0.0,37.5,50.5,DESCONOCIDA,PINTURA,PAPEL,TINTA,BODEGON
857,1002493,CALLE,"SANCHEZ AZPARREN, J.L.",0.0,99.0,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
858,1002494,MONASTERIO DE LAS CLARAS,"MU�OZ BARBERAN, MANUEL",0.0,62.0,49.0,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
859,1002495,PAISAJE URBANO,"MU�OZ BARBERAN, MANUEL",0.0,100.0,81.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
860,1002496,MA�ANA DEL VIERNES SANTO EN LA PLAZA DE,"MU�OZ BARBERAN, MANUEL",0.0,92.0,64.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
861,1002497,LA CORNISA DEL RIO,"MU�OZ BARBERAN, MANUEL",0.0,62.0,40.5,DESCONOCIDA,PINTURA,PAPEL,ACUARELA,PAISAJE
862,1002498,PUESTO DE CHURROS,"MU�OZ BARBERAN, MANUEL",0.0,129.5,98.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,GENERO
863,1002499,CEMENTERIO,NAVARRETE,0.0,65.5,80.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
864,1002500,ESCUDO NACIONAL,J.H.,0.0,27.0,33.0,DESCONOCIDA,PINTURA,TINTA,OTROS,HERALDICA
865,1002501,CALLE DE PUEBLO,HERNANDEZ A.,0.0,31.0,40.0,DESCONOCIDA,PINTURA,OLEO,TABLEX,COSTUMBRISMO
866,1002502,LAS PARRANDAS,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,COSTUMBRISMO
867,1002503,ISABEL II,"HERNANDEZ AMORES, GERMAN",0.0,148.0,228.0,DESCONOCIDA,PINTURA,OLEO,LIENZO,RETRATO
868,1002504,ENTIERRO DE LA SARDINA,"ARTIGAS GUILLAMON ,CARMEN",0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
869,1002505,GITANA,"HERNANDEZ CARPE, ANTONIO",0.0,37.0,52.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,RETRATO
870,1002506,LOS INOCENTES,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
871,1002507,BANDO DE LA HUERTA,"ARTIGAS GUILLAMON ,CARMEN",0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
872,1002508,BARBERIA DE SAN JUAN,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
873,1002509,LOS CABALLOS DEL VINO,"ARTIGAS GUILLAMON ,CARMEN",0.0,47.0,38.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
874,1002510,VISTA DE CARTAGENA SUBMARINO PERAL,"ARTIGAS GUILLAMON ,CARMEN",0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
875,1002511,EL ORGANILLERO,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
876,1002512,LOS MOLINEROS DEL MALECON,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
877,1002513,COMPOSICION,"HERNANDEZ CARPE, ANTONIO",0.0,150.0,100.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,INTERIOR
878,1002514,SAN BLAS EN SANTA EULALIA,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
879,1002515,JUMILLA VENDIMIA,"ARTIGAS GUILLAMON ,CARMEN",0.0,54.0,45.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,COSTUMBRISMO
880,1002516,EL VENDEDOR DE NARANJAS,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
881,1002517,ANTIGUA DIPUTACION PROVINCIAL DE MURCIA,TOMAS. A.,0.0,51.0,42.0,DESCONOCIDA,PINTURA,MADERA,OTROS,PAISAJE
882,1002518,REUNION DE LOS ARTISTAS DE MI GENERACION,"FLORES, PEDRO",0.0,55.0,38.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,COSTUMBRISMO
883,1002519,MARINA,"ARRIAGA, ESTEBAN",0.0,116.0,81.0,DESCONOCIDA,PINTURA,LIENZO,OLEO,PAISAJE
884,1002520,PERSONAJES: A MIGUEL HERNANDEZ,"GRAU BERNARDO, CARMEN",0.0,122.0,122.0,DESCONOCIDA,PINTURA,TABLEX,ACRILICO,COMPOSICION
885,1002521,TIRO DE PICH�N DE ESPINARDO,"TORRALBA, JESUALDO",0.0,48.0,35.0,DESCONOCIDA,PINTURA,TABLEX,OLEO,PAISAJE
